nom,adresse,complement_adresse,code_postal,libelle_geographique,adresse_postale,lien,telephone,email,identifiant_deps_à_partir_de_2022,code_du_reseau_de_bibliothèques,coordonnees_gps_lat_lon,departement,source,identifiant_origine,type_equipement_ou_lieu,precision_equipement,region,domaine,nom_du_reseau_de_bibliotheques,services,nom_cmpp,code_cmpp
bibliothèque - mairie, ,,12260,la capelle-balaguier,  12260 la capelle-balaguier france,https://mediatheque.aveyron.fr/index.php,,,bibl_12053_5194,uc903,"44.437331,1.939439",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - mairie, ,,12260,montsales,  12260 montsales france,https://mediatheque.aveyron.fr/index.php,,,bibl_12158_5264,uc903,"44.489012,1.969854",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - mairie, ,,12260,sainte-croix,  12260 sainte-croix france,https://mediatheque.aveyron.fr/index.php,,,bibl_12217_5302,uc903,"44.412,1.964",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - mairie, ,,12260,salvagnac-cajarc,  12260 salvagnac-cajarc france,https://mediatheque.aveyron.fr/index.php,,,monh_12256_27575,aucun,"44.459276,1.86447",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque municipale,place des conques,,12260,villeneuve-d'aveyron,place des conques 12260 villeneuve-d'aveyron france,https://mediatheque.aveyron.fr/index.php,,,bibl_12301_5357,uc903,"44.437292,2.032873",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque-médiathèque,7 route de l'occitanie,,12270,la fouillade,7 route de l'occitanie 12270 la fouillade france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"44.231197, 2.040674",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque municipale,maison de la fontaine 20 rue du bourguet,,12270,najac,maison de la fontaine 20 rue du bourguet 12270 najac france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"44.219618, 1.977952",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - mairie, ,,12270,bor-et-bar,  12270 bor-et-bar france,https://mediatheque.aveyron.fr/index.php,,,bibl_12029_5178,uc903,"44.197,2.082",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - mairie, ,,12270,lunac,  12270 lunac france,https://mediatheque.aveyron.fr/index.php,,,monh_12135_27381,aucun,"44.236962,2.106376",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - mairie, ,,12270,saint-andre-de-najac,  12270 saint-andre-de-najac france,https://mediatheque.aveyron.fr/index.php,,,bibl_12210_5296,uc903,"44.162404,2.007248",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque municipale,place de la rivière,,12290,pont-de-salars,place de la rivière 12290 pont-de-salars france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"44.235654, 2.676065",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - foyer intergénérationnel,résidence oustal del bouzou,,12290,segur,résidence oustal del bouzou 12290 segur france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"44.292089, 2.833966",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - mairie,8  rue de l'eglise saint-amans,,12290,tremouilles,8  rue de l'eglise saint-amans 12290 tremouilles france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"44.245614, 2.645199",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
médiathèque municipale,espace camille couderc - le cruquet,,12300,livinhac-le-haut,espace camille couderc - le cruquet 12300 livinhac-le-haut france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"44.59216619908366, 2.2354327188756615",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - mairie,saint-julien-de-piganiol,,12300,saint-santin,saint-julien-de-piganiol 12300 saint-santin france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"44.651494, 2.253657",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque municipale - mairie, ,,12300,almont-les-junies,  12300 almont-les-junies france,https://mediatheque.aveyron.fr/index.php,,,bibl_12004_5165,aucun,"44.605636,2.290889",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - mairie,18  rue du château bas,,12300,boisse-penchot,18  rue du château bas 12300 boisse-penchot france,https://mediatheque.aveyron.fr/index.php,,,bibl_12028_5177,aucun,"44.58982,2.205682",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - mairie, ,,12300,bouillac,  12300 bouillac france,https://mediatheque.aveyron.fr/index.php,,,monh_12030_27275,aucun,"44.572311,2.167921",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
médiathèque intercommunale,200  place wilson,,12300,decazeville,200  place wilson 12300 decazeville france,https://mediatheque.aveyron.fr/index.php,,,bibl_12089_5218,uc38,"44.560501,2.251632",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
médiathèque intercommunale,5 place quintard,,12300,firmi,5 place quintard 12300 firmi france,https://mediatheque.aveyron.fr/index.php,,,bibl_12100_5228,uc38,"44.540778,2.306887",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque,port d'agrès,,12300,saint-parthem,port d'agrès 12300 saint-parthem france,https://mediatheque.aveyron.fr/index.php,,,bibl_12240_5315,aucun,"44.613999,2.254098",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - mairie,2  rue des caminades,,12310,bertholene,2  rue des caminades 12310 bertholene france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"44.394542, 2.777778",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque municipale, ,,12310,coussergues,  12310 coussergues france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"44.375372, 2.889587",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - centre social rural,1  place du foirail,,12310,laissac,1  place du foirail 12310 laissac france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"44.381833, 2.821574",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque la forge aux livres,place de la mairie,,12310,severac-l'eglise,place de la mairie 12310 severac-l'eglise france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"44.362254, 2.846711",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque municipale,rue de la gardette,,12310,vimenet,rue de la gardette 12310 vimenet france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"44.380832, 2.896982",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque municipale, ,,12310,gaillac-d'aveyron,  12310 gaillac-d'aveyron france,https://mediatheque.aveyron.fr/index.php,,,monh_12107_27363,aucun,"44.363912,2.903709",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque municipale, ,,12320,conques-en-rouergue,  12320 conques-en-rouergue france,https://mediatheque.aveyron.fr/index.php,,,unes_12076_71266,aucun,"44.598917,2.397333",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - mairie, ,,12320,conques-en-rouergue,  12320 conques-en-rouergue france,https://mediatheque.aveyron.fr/index.php,,,unes_12076_71266,aucun,"44.598917,2.397333",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - mairie, ,,12320,pruines,  12320 pruines france,https://mediatheque.aveyron.fr/index.php,,,bibl_12193_5284,aucun,"44.532893,2.484562",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
ecole des 4 vents,rue du château,,12320,lunel,rue du château 12320 lunel france,https://mediatheque.aveyron.fr/index.php,,,bibl_12221_5304,aucun,"44.558615,2.491783",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - mairie, ,,12320,senergues,  12320 senergues france,https://mediatheque.aveyron.fr/index.php,,,monh_12268_27585,aucun,"44.599056,2.462014",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - mairie,place de l'école,,12330,clairvaux,place de l'école 12330 clairvaux france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"44.427801, 2.411474",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque municipale,2 place des pénitents,,12330,marcillac-vallon,2 place des pénitents 12330 marcillac-vallon france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"44.473417, 2.463108",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
médiathèque,route de marcillac nuces,,12330,valady,route de marcillac nuces 12330 valady france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"44.441843, 2.453423",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - mairie, ,,12330,muret-le-château,  12330 muret-le-château france,https://mediatheque.aveyron.fr/index.php,,,bibl_12165_5268,aucun,"44.484708,2.566571",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque municipale, ,,12330,nauviale,  12330 nauviale france,https://mediatheque.aveyron.fr/index.php,,,bibl_12171_5272,aucun,"44.518095,2.427788",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque municipale,route de cransac,,12330,saint-christophe-vallon,route de cransac 12330 saint-christophe-vallon france,https://mediatheque.aveyron.fr/index.php,,,bibl_12215_5300,aucun,"44.469419,2.409444",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque municipale,route de saint-geniez,,12340,cruéjouls,route de saint-geniez 12340 cruéjouls france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"44.445506, 2.856649",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
médiathèque andré baudon,6  rue marc-andré fabre,,12340,bozouls,6  rue marc-andré fabre 12340 bozouls france,https://mediatheque.aveyron.fr/index.php,,,bibl_12033_5182,uc908,"44.474804,2.722455",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque municipale, ,,12350,brandonnet,  12350 brandonnet france,https://mediatheque.aveyron.fr/index.php,,,bibl_12034_5183,aucun,"44.384,2.138",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
le bourg, ,,12350,compolibat,  12350 compolibat france,https://mediatheque.aveyron.fr/index.php,,,bibl_12071_5206,aucun,"44.376256,2.183579",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque municipale - mairie, ,,12350,lanuejouls,  12350 lanuejouls france,https://mediatheque.aveyron.fr/index.php,,,bibl_12121_5244,aucun,"44.419645,2.156704",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
mairie, ,,12350,maleville,  12350 maleville france,https://mediatheque.aveyron.fr/index.php,,,bibl_12136_5252,uc903,"44.399175,2.074599",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque scolaire, ,,12350,prévinquières,  12350 prévinquières france,https://mediatheque.aveyron.fr/index.php,,,bibl_12190_5282,uc41,"44.370002,2.230849",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - mairie, ,,12350,privezac,  12350 privezac france,https://mediatheque.aveyron.fr/index.php,,,bibl_12191_5283,aucun,"44.408862,2.195409",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque du rougier de camarès,allée de la ringade,,12360,fayet,allée de la ringade 12360 fayet france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"43.80269541214619, 2.9490872348956017",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque intercomm. du rougier de camarès,37  grand'rue,,12360,camares,37  grand'rue 12360 camares france,https://mediatheque.aveyron.fr/index.php,,,bibl_12044_5188,uc36,"43.823041,2.878069",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque municipale, ,,12370,belmont-sur-rance,  12370 belmont-sur-rance france,https://mediatheque.aveyron.fr/index.php,,,monh_12025_27267,aucun,"43.815121,2.749652",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
agence postale, ,bibliothèque,12370,saint-sever-du-moustier,  12370 saint-sever-du-moustier france,https://mediatheque.aveyron.fr/index.php,,,bibl_12249_5322,aucun,"43.775917,2.699658",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - mairie, ,,12380,laval-roqueceziere,  12380 laval-roqueceziere france,https://mediatheque.aveyron.fr/index.php,,,bibl_12125_5246,aucun,"43.812,2.634",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque municipale,9  rue du mazel,,12380,saint-sernin-sur-rance,9  rue du mazel 12380 saint-sernin-sur-rance france,https://mediatheque.aveyron.fr/index.php,,,bibl_12248_5321,uc905,"43.881578,2.602512",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque, ,,12390,bournazel,  12390 bournazel france,https://mediatheque.aveyron.fr/index.php,,,monh_12031_27276,aucun,"44.458677,2.30327",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - mairie, ,,12390,escandolieres,  12390 escandolieres france,https://mediatheque.aveyron.fr/index.php,,,bibl_12095_5223,aucun,"44.47454,2.34304",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque, ,,12390,goutrens,  12390 goutrens france,https://mediatheque.aveyron.fr/index.php,,,monh_12111_27366,aucun,"44.436517,2.401655",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - mairie, ,,12390,mayran,  12390 mayran france,https://mediatheque.aveyron.fr/index.php,,,bibl_12142_5257,aucun,"44.388367,2.363317",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - espace culturel,place du portail haut,,12390,rignac,place du portail haut 12390 rignac france,https://mediatheque.aveyron.fr/index.php,,,bibl_12199_5288,aucun,"44.409822,2.288143",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
médiathèque intercommunale du saint-affricain,bd aristide briand,,12400,saint-affrique,bd aristide briand 12400 saint-affrique france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"43.956739, 2.881568",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque-ecole, ,,12400,saint-izaire,  12400 saint-izaire france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"43.843814, 2.84851",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque municipale, ,,12410,salles-curan,  12410 salles-curan france,https://mediatheque.aveyron.fr/index.php,,,monh_12253_27556,aucun,"44.181265,2.78729",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
médiathèque de l'argence,place des tilleuls,,12420,sainte-genevieve-sur-argence,place des tilleuls 12420 sainte-genevieve-sur-argence france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"44.803222, 2.758951",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - mairie, ,,12420,graissac,  12420 graissac france,https://mediatheque.aveyron.fr/index.php,,,bibl_12223_5309,uc708,"44.779861,2.811977",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
agence postale, ,,12430,alrance,  12430 alrance france,https://mediatheque.aveyron.fr/index.php,,,bibl_12006_5166,aucun,"44.140909,2.6789",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - mairie, ,,12430,le truel,  12430 le truel france,https://mediatheque.aveyron.fr/index.php,,,bibl_12284_5347,aucun,"44.038946,2.768764",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - mairie,1  avenue du lévézou,,12430,villefranche-de-panat,1  avenue du lévézou 12430 villefranche-de-panat france,https://mediatheque.aveyron.fr/index.php,,,bibl_12299_5355,aucun,"44.088005,2.704285",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
médiathèque jean boudou,4  rue du faubourg,,12440,la salvetat-peyrales,4  rue du faubourg 12440 la salvetat-peyrales france,https://mediatheque.aveyron.fr/index.php,,,bibl_12258_5330,uc41,"44.220161,2.202566",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
salle des aînés (desserte mobile), ,,12440,lescure-jaoul,  12440 lescure-jaoul france,https://mediatheque.aveyron.fr/index.php,,,bibl_12128_5247,uc41,"44.231362,2.145599",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
médiathèque municipale,425  av. de la basilique - ceignac,,12450,calmont,425  av. de la basilique - ceignac 12450 calmont france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"44.272696, 2.524067",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque municipale,avenue du 11 novembre,,12450,flavin,avenue du 11 novembre 12450 flavin france,https://mediatheque.aveyron.fr/index.php,,,bibl_12102_5230,aucun,"44.28734,2.600871",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
médiathèque municipale,2  place du ségala,,12450,luc-la-primaube,2  place du ségala 12450 luc-la-primaube france,https://mediatheque.aveyron.fr/index.php,,,bibl_12133_5249,aucun,"44.290406,2.55716",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - mairie,saint-gervais,,12460,saint-symphorien-de-thénières,saint-gervais 12460 saint-symphorien-de-thénières france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"44.73889, 2.678774",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - mairie, ,,12460,huparlac,  12460 huparlac france,https://mediatheque.aveyron.fr/index.php,,,bibl_12116_5239,uc712,"44.705582,2.752956",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - mairie,rue de l'ecole,,12460,montezic,rue de l'ecole 12460 montezic france,https://mediatheque.aveyron.fr/index.php,,,bibl_12151_5262,uc712,"44.709391,2.639824",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
médiathèque de la viadène, ,,12460,saint-amans-des-cots,  12460 saint-amans-des-cots france,https://mediatheque.aveyron.fr/index.php,,,bibl_12209_5295,uc712,"44.686764,2.660029",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - mairie, ,,12470,condom-d'aubrac,  12470 condom-d'aubrac france,https://mediatheque.aveyron.fr/index.php,,,bibl_12074_5208,aucun,"44.602639,2.86345",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque municipale,route d'aubrac,,12470,saint-chely-d'aubrac,route d'aubrac 12470 saint-chely-d'aubrac france,https://mediatheque.aveyron.fr/index.php,,,bibl_12214_5299,aucun,"44.590957,2.92162",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
montjaux, ,,12490,montjaux,  12490 montjaux france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"44.10164621419463, 2.899828064783557",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque,place de l'eglise,,12490,saint-rome-de-cernon,place de l'eglise 12490 saint-rome-de-cernon france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"44.012244, 2.962873",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque municipale,avenue denis affre,,12490,saint-rome-de-tarn,avenue denis affre 12490 saint-rome-de-tarn france,https://mediatheque.aveyron.fr/index.php,,,bibl_12244_5318,aucun,"44.048727,2.895403",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque municipale, ,,12490,le viala-du-tarn,  12490 le viala-du-tarn france,https://mediatheque.aveyron.fr/index.php,,,bibl_12296_5353,aucun,"44.071929,2.877173",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque,route d'espalion,,12500,lassouts,route d'espalion 12500 lassouts france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"44.498292, 2.860231",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque municipale,place de la mairie,,12500,saint-come-d'olt,place de la mairie 12500 saint-come-d'olt france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"44.514561, 2.815289",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
agence postale, ,,12500,castelnau-de-mandailles,  12500 castelnau-de-mandailles france,https://mediatheque.aveyron.fr/index.php,,,bibl_12061_5200,uc881,"44.508736,2.883461",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque municipale,11  avenue de la gare,,12500,espalion,11  avenue de la gare 12500 espalion france,https://mediatheque.aveyron.fr/index.php,,,bibl_12096_5224,uc908,"44.521439,2.76326",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque municipale, ,,12510,druelle,  12510 druelle france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"44.343738, 2.51719",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque municipale, ,salle 7.77,12510,olemps,  12510 olemps france,https://mediatheque.aveyron.fr/index.php,,,bibl_12174_5274,aucun,"44.344213,2.554794",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque municipale,quartier du four,,12520,compeyre,quartier du four 12520 compeyre france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"44.162355, 3.102795",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - l'ile aux livres,61  avenue des causses,,12520,aguessac,61  avenue des causses 12520 aguessac france,https://mediatheque.aveyron.fr/index.php,,,bibl_12002_5163,aucun,"44.156819,3.097876",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque intercommunale,avenue charles de gaulle,,12540,cornus,avenue charles de gaulle 12540 cornus france,https://mediatheque.aveyron.fr/index.php,,,bibl_12077_5212,aucun,"43.903875,3.178412",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque,salle des jeunes,,12550,brasc,salle des jeunes 12550 brasc france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"43.977101, 2.573182",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque municipale,6 place de la poste,,12550,coupiac,6 place de la poste 12550 coupiac france,https://mediatheque.aveyron.fr/index.php,,,bibl_12080_5214,uc906,"43.954348,2.581712",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - mairie, ,,12550,martrin,  12550 martrin france,https://mediatheque.aveyron.fr/index.php,,,bibl_12141_5256,uc906,"43.928,2.639",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
agence postale, ,,12550,montclar,  12550 montclar france,https://mediatheque.aveyron.fr/index.php,,,bibl_12149_5261,uc40,"43.98,2.625",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque municipale,route de saint-laurent-d'olt,,12560,campagnac,route de saint-laurent-d'olt 12560 campagnac france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"44.439566, 3.116007",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - mairie,rue du canton,,12560,saint-saturnin-de-lenne,rue du canton 12560 saint-saturnin-de-lenne france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"44.423633, 3.017691",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque municipale,rue principale,,12560,saint-laurent-d'olt,rue principale 12560 saint-laurent-d'olt france,https://mediatheque.aveyron.fr/index.php,,,bibl_12237_5313,uc881,"44.445471,3.110519",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque,ecole publique,,12580,campuac,ecole publique 12580 campuac france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"44.56946399604893, 2.590656883583947",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - 5 le faubourg,place de la mairie,,12580,villecomtal,place de la mairie 12580 villecomtal france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"44.53958, 2.5641",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque municipale, ,,12600,brommat,  12600 brommat france,https://mediatheque.aveyron.fr/index.php,,,monh_12036_27287,aucun,"44.828337,2.684736",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - mairie,avenue du barrez,,12600,lacroix-barrez,avenue du barrez 12600 lacroix-barrez france,https://mediatheque.aveyron.fr/index.php,,,bibl_12118_5240,aucun,"44.77891,2.637079",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
,10 rue de la parro,,12600,mur de barrez,10 rue de la parro 12600 mur de barrez france,https://mediatheque.aveyron.fr/index.php,,,bibl_12164_5267,aucun,"44.84435,2.659954",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
mairie, ,,12600,therondels,  12600 therondels france,https://mediatheque.aveyron.fr/index.php,,,monh_12280_27602,aucun,"44.905757,2.75611",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque municipale,av. julou merviel,,12620,saint-beauzely,av. julou merviel 12620 saint-beauzely france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"44.166555, 2.95776",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
