nom,adresse,complement_adresse,code_postal,libelle_geographique,adresse_postale,lien,telephone,email,identifiant_deps_à_partir_de_2022,code_du_reseau_de_bibliothèques,coordonnees_gps_lat_lon,departement,type_equipement_ou_lieu,region,nom_du_reseau_de_bibliotheques,nom_de_l_Illustre,surface_bibliotheque,rang,ident,libelle_EPCI,code_insee_epci,demographie_entree,demographie_sortie,demographie_détail,type
BU Sciences,Valrose (Avenue De) 28,,06100,Nice,Valrose (Avenue De) 28 06100 Nice France,https://bu.univ-cotedazur.fr/fr/bibliotheques/bu-sciences,04 89 15 13 70,,,,"43.718242, 7.266778",Alpes-Maritimes,établissement d'enseignement supérieur,Provence-Alpes-Côte d'Azur,,,,,,,,,,,
BU Lettres Arts Sciences Humaines,100 Bd Edouard Herriot,,06200,Nice,"100 Bd Edouard Herriot, 06200 Nice",https://bu.univ-cotedazur.fr/fr/bibliotheques/bu-lettres-arts-sciences-humaines,04 89 15 14 00,,,,"43.675995, 7.228318",Alpes-Maritimes,établissement d'enseignement supérieur,Provence-Alpes-Côte d'Azur,,,,,,,,,,,
BU STAPS,261 Bd du Mercantour,,06200,Nice,"261 Bd du Mercantour, 06200 Nice",https://bu.univ-cotedazur.fr/fr/bibliotheques/bu-staps,04 89 15 13 41,,,,"43.691466, 7.195197",Alpes-Maritimes,établissement d'enseignement supérieur,Provence-Alpes-Côte d'Azur,,,,,,,,,,,
Bibliothèque de Saint-Pierre,,,06260,Saint-Pierre,06260 Saint-Pierre France,https://lamediatheque04.fr/,04 92 30 07 64,,,-,"43.911818, 6.924734",Alpes-de-Haute-Provence,Bibliothèque,Provence-Alpes-Côte d'Azur,,,,,,,,,,,
BU Saint-Jean d'Angély,25 Av. François Mitterrand,,06300,Nice,"25 Av. François Mitterrand, 06300 Nice",https://bu.univ-cotedazur.fr/fr/bibliotheques/bu-saint-jean-dangely,04 89 15 13 19 ,,,,"43.709789, 7.289378",Alpes-Maritimes,établissement d'enseignement supérieur,Provence-Alpes-Côte d'Azur,,,,,,,,,,,
Learning Centre SophiaTech,930 Rte des Colles,,06410,Biot,"930 Rte des Colles, 06410 Biot",https://bu.univ-cotedazur.fr/fr/bibliotheques/learning-centre-sophiatech,04 89 15 13 63,,,,"43.625805, 7.10007",Alpes-Maritimes,établissement d'enseignement supérieur,Provence-Alpes-Côte d'Azur,,,,,,,,,,,
Cité de la Musique de Marseille,4 Rue Bernard du Bois,,13001,Marseille,"4 Rue Bernard du Bois, 13001 Marseille",https://www.citemusique-marseille.com/,04 91 39 28 28,,,,"43.301854, 5.387734",Bouches-du-Rhône,conservatoire,Provence-Alpes-Côte d'Azur,,,,,,,,,,,
deux Ormes,Allée Des Amandiers,,13080,Aix-en-Provence,Allée Des Amandiers 13080 Aix-en-Provence France,http://www.citedulivre-aix.com/,04 42 91 98 88,,,UC43,"43.488283, 5.421015",Bouches-du-Rhône,Bibliothèque,Provence-Alpes-Côte d'Azur,,,,,,,,,,,
Bibliothèque Li Campaneto,7 rue de L'eglise,,13080,Aix-en-Provence,7 rue de L'eglise 13080 Aix-en-Provence France,http://www.citedulivre-aix.com/,04 42 91 98 88,,,UC43,"43.502648, 5.388247",Bouches-du-Rhône,Bibliothèque,Provence-Alpes-Côte d'Azur,,,,,,,,,,,
Bibliothèque Halle Aux Grains,0 0 Halle Aux Grains,,13080,Aix-en-Provence,0 0 Halle Aux Grains 13080 Aix-en-Provence France,http://www.citedulivre-aix.com/,04 42 91 98 88,,,UC43,"43.48602, 5.421834",Bouches-du-Rhône,Bibliothèque,Provence-Alpes-Côte d'Azur,,,,,,,,,,,
Bibliothèque Mejanes,44112 rue Des Allumettes,,13080,Aix-en-Provence,44112 rue Des Allumettes 13080 Aix-en-Provence France,http://www.citedulivre-aix.com/,04 42 91 98 88,,,UC43,"43.52439, 5.439656",Bouches-du-Rhône,Bibliothèque,Provence-Alpes-Côte d'Azur,,,,,,,,,,,
Les Méjanes - Médiabus,8-10 rue des Allumettes,,13090,Aix-en-Provence,8-10 rue des Allumettes  13090 Aix-en-Provence France,http://www.citedulivre-aix.com/,04 42 91 98 88,,,,"43.52439, 5.439656",Bouches-du-Rhône,Bibliothèque,Provence-Alpes-Côte d'Azur,,,,,,,,,,,
Bibliothèque Méjanes - Michel Vovelle,25 allée de Philadelphie,,13100,Aix-en-Provence,25 allée de Philadelphie 13100 Aix-en-Provence France,http://www.citedulivre-aix.com/,04 42 91 98 88,,,,"43.527146, 5.438893",Bouches-du-Rhône,Bibliothèque,Provence-Alpes-Côte d'Azur,,,,,,,,,,,
Médiathèque intercommunale Entressen,rue de Coulies,,13118,Istres,rue de Coulies 13118 Istres France,https://www.mediathequeouestprovence.fr/accueil,04 42 11 28 40,,,UC46,"43.591919, 4.937023",Bouches-du-Rhône,Bibliothèque,Provence-Alpes-Côte d'Azur,,,,,,,,,,,
Médiathèque Georges Brassens,allée Philippe Brocard,,13127,Vitrolles,allée Philippe Brocard 13127 Vitrolles France,https://mediatheques.vitrolles13.fr/,04 42 77 95 30,,,UC48,"43.424737, 5.27973",Bouches-du-Rhône,Bibliothèque,Provence-Alpes-Côte d'Azur,,,,,,,,,,,
Médiathèque La Passerelle,1 place de la Liberte,,13127,Vitrolles,1 place de la Liberte 13127 Vitrolles France,https://mediatheques.vitrolles13.fr/,04 42 77 90 40,,,UC48,"43.442757, 5.253625",Bouches-du-Rhône,Bibliothèque,Provence-Alpes-Côte d'Azur,,,,,,,,,,,
Médiathèque intercommunale de Miramas,Avenue de la République,,13140,Miramas,Avenue de la République 13140 Miramas France,https://www.mediathequeouestprovence.fr/accueil,04 42 11 28 40,,,UC46,"43.583234, 5.003688",Bouches-du-Rhône,Bibliothèque,Provence-Alpes-Côte d'Azur,,,,,,,,,,,
L'Idéethèque,1 chemin du val sec,,13170,Les Pennes-Mirabeau,1 chemin du val sec 13170 Les Pennes-Mirabeau,https://ideetheque.fr/,04 91 67 17 83,,,,"43.379074, 5.344778",correze,Bibliothèque,Provence-Alpes-Côte d'Azur,,,,,,,,,,,
Médiathèque d'Arles,place Felix Rey,,13200,Arles,place Felix Rey 13200 Arles France,https://mediatheque.ville-arles.fr/,04 90 49 39 39,,,-,"43.675799, 4.626001",Bouches-du-Rhône,Bibliothèque,Provence-Alpes-Côte d'Azur,,,,,,,,,,,
La Grognarde,2 Square Berthier,,13200,Marseille,2 Square Berthier 13200 Marseille France,https://www.bmvr.marseille.fr/,04 91 55 90 00,,,UC44,"43.294111, 5.433959",Bouches-du-Rhône,Bibliothèque,Provence-Alpes-Côte d'Azur,,,,,,,,,,,
Service Hors Les Murs,38 rue 141ème R.I.A,,13200,Marseille,38 rue 141ème R.I.A 13200 Marseille France,https://www.bmvr.marseille.fr/,04 91 55 90 00,,,UC44,"43.306411, 5.379897",Bouches-du-Rhône,Bibliothèque,Provence-Alpes-Côte d'Azur,,,,,,,,,,,
Castellane,Station Me Castellane,,13200,Marseille,Station Me Castellane 13200 Marseille France,https://www.bmvr.marseille.fr/,04 91 55 90 00,,,UC44,"43.285744, 5.38432",Bouches-du-Rhône,Bibliothèque,Provence-Alpes-Côte d'Azur,,,,,,,,,,,
Le Merlan,Avenue Raimu,,13200,Marseille,Avenue Raimu 13200 Marseille France,https://www.bmvr.marseille.fr/,04 91 55 90 00,,,UC44,"43.333904, 5.399008",Bouches-du-Rhône,Bibliothèque,Provence-Alpes-Côte d'Azur,,,,,,,,,,,
Saint Andre,6 Boulevard Balducci,,13200,Marseille,6 Boulevard Balducci 13200 Marseille France,https://www.bmvr.marseille.fr/,04 91 55 90 00,,,UC44,"43.33301117325507, 5.393698070271731",Bouches-du-Rhône,Bibliothèque,Provence-Alpes-Côte d'Azur,,,,,,,,,,,
Cinq Avenues,Impasse Fissiaux,,13200,Marseille,Impasse Fissiaux 13200 Marseille France,https://www.bmvr.marseille.fr/,04 91 55 90 00,,,UC44,"43.302326, 5.39611",Bouches-du-Rhône,Bibliothèque,Provence-Alpes-Côte d'Azur,,,,,,,,,,,
Le Panier,place Du Refuge,,13200,Marseille,place Du Refuge 13200 Marseille France,https://www.bmvr.marseille.fr/,04 91 55 90 00,,,UC44,"43.298567, 5.367619",Bouches-du-Rhône,Bibliothèque,Provence-Alpes-Côte d'Azur,,,,,,,,,,,
Bonneveine,124 Avenue de Hambourg,,13200,Marseille,124 Avenue de Hambourg 13200 Marseille France,https://www.bmvr.marseille.fr/,04 91 55 90 00,,,UC44,"43.252067, 5.386865",Bouches-du-Rhône,Bibliothèque,Provence-Alpes-Côte d'Azur,,,,,,,,,,,
Bmvr  Alcazar,23 rue de la Providence,,13200,Marseille,23 rue de la Providence 13200 Marseille France,https://www.bmvr.marseille.fr/,04 91 55 90 00,,,UC44,"43.324844, 5.416948",Bouches-du-Rhône,Bibliothèque,Provence-Alpes-Côte d'Azur,,,,,,,,,,,
Médiathèque intercommunale de Port-St-Louis-du-Rhône,Esplanade de la Paix,,13230,Port-Saint-Louis-du-Rhône,Esplanade de la Paix 13230 Port-Saint-Louis-du-Rhône France,https://www.mediathequeouestprovence.fr/accueil,04 42 11 28 40,,,UC46,"43.392146, 4.802791",Bouches-du-Rhône,Bibliothèque,Provence-Alpes-Côte d'Azur,,,,,,,,,,,
Médiathèque intercommunale de Cornillon - Confoux,place Des Aires,,13250,Cornillon-Confoux,place Des Aires 13250 Cornillon-Confoux France,https://www.mediathequeouestprovence.fr/accueil,04 42 11 28 40,,,UC46,"43.56356, 5.071829",Bouches-du-Rhône,Bibliothèque,Provence-Alpes-Côte d'Azur,,,,,,,,,,,
Médiathèque intercommunale de Fos-Sur-Mer,40 rue Des Nénuphars,,13270,Fos-sur-Mer,40 rue Des Nénuphars 13270 Fos-sur-Mer France,https://www.mediathequeouestprovence.fr/accueil,04 42 11 28 40,,,UC46,"43.445219, 4.943143",Bouches-du-Rhône,Bibliothèque,Provence-Alpes-Côte d'Azur,,,,,,,,,,,
Médiathèque intercommunale de Grans,place de la Liberté,,13450,Grans,place de la Liberté 13450 Grans France,https://www.mediathequeouestprovence.fr/accueil,04 42 11 28 40,,,UC46,"43.606808, 5.063105",Bouches-du-Rhône,Bibliothèque,Provence-Alpes-Côte d'Azur,,,,,,,,,,,
Médiathèque Simone-Veil,Bp 161 Rond-Point Des Messageries Maritimes,,13600,La Ciotat,Bp 161 Rond-Point Des Messageries Maritimes 13600 La Ciotat France,https://www.mediatheque-laciotat.com/,04 42 32 70 60,,,-,"43.20391, 5.614835",Bouches-du-Rhône,Bibliothèque,Provence-Alpes-Côte d'Azur,,,,,,,,,,,
Médiathèque intercommunale Istres Ouest Provence,CEC Les Heures Claires avenue Radolfzell,,13800,Istres,CEC Les Heures Claires avenue Radolfzell 13800 Istres France,https://www.mediathequeouestprovence.fr/accueil,04 42 11 28 40,,,,"43.498939, 4.98499",Bouches-du-Rhône,Bibliothèque,Provence-Alpes-Côte d'Azur,,,,,,,,,,,
Médiathèque communautaire de Rochefort,Bp10284 Corderie Royale,,17300,Rochefort,Bp10284 Corderie Royale 17300 Rochefort France,https://mediatheques.agglo-rochefortocean.fr/,05 46 82 66 00,,,UC67,"45.938755, -0.955996",Charente-Maritime,Bibliothèque,Nouvelle-Aquitaine,,,,,,,,,,,
Médiathèque communautaire de Tonnay-Charente,81 rue Alsace Lorraine,,17430,Tonnay-Charente,81 rue Alsace Lorraine 17430 Tonnay-Charente France,https://mediatheques.agglo-rochefortocean.fr/,05 46 82 66 00,,,UC67,"45.943616, -0.891237",Charente-Maritime,Bibliothèque,Nouvelle-Aquitaine,,,,,,,,,,,
Médiathèque communautaire de Tonnay-Charente,81 rue Alsace Lorraine,,17430,Tonnay-Charente,81 rue Alsace Lorraine 17430 Tonnay-Charente France,https://mediatheques.agglo-rochefortocean.fr/,05 46 82 66 00,,,UC67,"45.943616, -0.891237",Charente-Maritime,Bibliothèque,Nouvelle-Aquitaine,,,,,,,,,,,
Médiathèque de Fouras-Les-Bains,rue General Bruncher,,17450,Fouras,rue General Bruncher 17450 Fouras France,https://mediatheques.agglo-rochefortocean.fr/,05 46 82 66 00,,,UC67,"45.986739, -1.096292",Charente-Maritime,Bibliothèque,Nouvelle-Aquitaine,,,,,,,,,,,
Médiathèque communautaire de Saint-Agnant,30 Chemin de L'arnoult,,17620,Saint-Agnant,30 Chemin de L'arnoult 17620 Saint-Agnant France,https://mediatheques.agglo-rochefortocean.fr/,05 46 82 66 00,,,UC67,"45.879417, -0.95561",Charente-Maritime,Bibliothèque,Nouvelle-Aquitaine,,,,,,,,,,,
Médiathèque,rue Victor Hugo,,18250,Henrichemont,rue Victor Hugo 18250 Henrichemont France,https://www.lecturepublique18.fr/,,,,,"47.304484, 2.522737",Cher,Bibliothèque,Centre-Val de Loire,,,,,,,,,,,
École de musique du Pays d'Allassac,42 Avenue Jean Cariven,,19240,ALLASSAC,42 Avenue Jean Cariven 19240 ALLASSAC france,,05 55 84 28 49,,,,"45.256218, 1.474125",correze,conservatoire,nouvelle-aquitaine,,,,,,,,,,,conservatoire
Atelier Musical Vézère Monédières Millesources,15 avenue du Général De Gaulle,,19260,Treignac,15 avenue du Général De Gaulle 19260 Treignac france,,06.20.85.73.63,,,,"45.535336, 1.795711",correze,conservatoire,nouvelle-aquitaine,,,,,,,,,,,conservatoire
Bibliothèque universitaire Professorat Éducation Valence,36 Av. de l'École Normale,,26000,Valence,"36 Av. de l'École Normale, 26000 Valence, France",https://bibliotheques.univ-grenoble-alpes.fr/bibliotheques/bu-professorat-education-valence/,04 56 52 11 46,,,,"44.91159, 4.924245",Drôme,établissement d'enseignement supérieur,auvergne-rhône-alpes,,,,,,,,,,,université
Bibliothèque universitaire Rodolphe-Pesce,19 place Latour-Maubourg,,26000,Valence,19 place Latour-Maubourg 26000 Valence,https://bibliotheques.univ-grenoble-alpes.fr/bibliotheques/bu-rodolphe-pesce-valence-/,04 38 38 84 00,,,,"44.906324, 4.872774 ",Drôme,établissement d'enseignement supérieur,auvergne-rhône-alpes,,,,,,,,,,,université
Bibliothèque municipale,Halle Juliette Et René Roullet,,26110,Saint-Maurice-sur-Eygues,Halle Juliette Et René Roullet 26110 Saint-Maurice-sur-Eygues France,https://mediatheque.ladrome.fr/,,,,-,"44.298773, 5.009523",Drôme,Bibliothèque,Auvergne-Rhône-Alpes,,,,,,,,,,,
Médiathèque municipale Jean Marc Bernard,11b place Du  8  Mai  1945,,26140,Saint-Rambert-d'Albon,11b place Du  8  Mai  1945 26140 Saint-Rambert-d'Albon France,https://mediatheque.ladrome.fr/,,,,-,"45.292786, 4.81512",Drôme,Bibliothèque,Auvergne-Rhône-Alpes,,,,,,,,,,,
Médiathèque  municipale,70 Avenue Jean Jaurès,,26160,La Bégude-de-Mazenc,70 Avenue Jean Jaurès 26160 La Bégude-de-Mazenc France,https://mediatheque.ladrome.fr/,,,,-,"44.545274, 4.935272",Drôme,Bibliothèque,Auvergne-Rhône-Alpes,,,,,,,,,,,
Médiathèque municipale,rue Ernest  Chalamel,,26220,Dieulefit,rue Ernest  Chalamel 26220 Dieulefit France,https://mediatheque.ladrome.fr/,,,,-,"44.524808, 5.061998",Drôme,Bibliothèque,Auvergne-Rhône-Alpes,,,,,,,,,,,
Autour  du  Livre,rue Des Ecoles,,26290,Les Granges-Gontardes,rue Des Ecoles 26290 Les Granges-Gontardes France,https://mediatheque.ladrome.fr/,,,,-,"44.416212, 4.764081",Drôme,Bibliothèque,Auvergne-Rhône-Alpes,,,,,,,,,,,
Bibliothèque  municipale,2 rue Diane  de  Poitiers,,26600,La Roche-de-Glun,2 rue Diane  de  Poitiers 26600 La Roche-de-Glun France,https://mediatheque.ladrome.fr/,,,,-,"45.013403, 4.845031",Drôme,Bibliothèque,Auvergne-Rhône-Alpes,,,,,,,,,,,
"Bibliothèque  Communale ""les Mille Feuilles""",105 place James Joules,,26780,Malataverne,105 place James Joules 26780 Malataverne France,https://mediatheque.ladrome.fr/,,,,-,"44.490089, 4.749069",Drôme,Bibliothèque,Auvergne-Rhône-Alpes,,,,,,,,,,,
Bibliothèque-Médiathèque Rolland-Plaisance,3 Square Georges Brassens,,27000,Évreux,3 Square Georges Brassens 27000 Évreux France,https://mediatheques.evreux.fr/,02 32 31 91 17 ,,,UC101,"49.029764, 1.154101",Eure,Bibliothèque,Normandie,,,,,,,,,,,
Bibliothèque Annexe de Navarre,1 rue Paul Bonneau,,27000,Évreux,1 rue Paul Bonneau 27000 Évreux France,https://mediatheques.evreux.fr/,02 32 31 91 17 ,,,UC101,"49.017975, 1.120153",Eure,Bibliothèque,Normandie,,,,,,,,,,,
Fonds Patrimonial des Bibliothèques,Square Georges Brassens,,27000,Évreux,Square Georges Brassens 27000 Évreux France,https://mediatheques.evreux.fr/,02 32 31 91 17 ,,,UC101,"49.029764, 1.154101",Eure,Bibliothèque,Normandie,,,,,,,,,,,
Bibliothèque Annexe de La Madeleine,14 rue Joliot-Curie,,27000,Évreux,14 rue Joliot-Curie 27000 Évreux France,https://mediatheques.evreux.fr/,02 32 31 91 17 ,,,UC101,"49.009839, 1.162322",Eure,Bibliothèque,Normandie,,,,,,,,,,,
Fonds Patrimonial des Bibliothèques,Square Georges Brassens,,27000,Évreux,Square Georges Brassens 27000 Évreux France,https://mediatheques.evreux.fr/,02 32 31 91 17 ,,,UC101,"49.029764, 1.154101",Eure,Bibliothèque,Normandie,,,,,,,,,,,
Bibliothèque municipale de Kernilis,1 rue de L'if,,29260,Kernilis,1 rue de L'if 29260 Kernilis France,https://biblio.finistere.fr/,,,,-,"48.570949, -4.419653",Finistère,Bibliothèque,Bretagne,,,,,,,,,,,
Bibliothèque municipale,Nc,,31120,Goyrans,Nc 31120 Goyrans France,https://media31.mediatheques.fr/,05 61 28 77 00,,,-,"43.486676, 1.417977",Haute-Garonne,Bibliothèque,Occitanie,,,,,,,,,,,
Bibliothèque municipale,Square Du 11 Novembre 1918,,31120,Portet-sur-Garonne,Square Du 11 Novembre 1918 31120 Portet-sur-Garonne France,https://media31.mediatheques.fr/,05 61 28 77 00,,,-,"43.522589, 1.406883",Haute-Garonne,Bibliothèque,Occitanie,,,,,,,,,,,
Bibliothèque municipale,Route de Falgarde,,31120,Lacroix-Falgarde,Route de Falgarde 31120 Lacroix-Falgarde France,https://media31.mediatheques.fr/,05 61 28 77 00,,,-,"43.504762, 1.414779",Haute-Garonne,Bibliothèque,Occitanie,,,,,,,,,,,
Médiathèque municipale Salou Casais,rue Du Ruisseau,,31120,Pinsaguel,rue Du Ruisseau 31120 Pinsaguel France,https://media31.mediatheques.fr/,05 61 28 77 00,,,-,"43.50673, 1.390127",Haute-Garonne,Bibliothèque,Occitanie,,,,,,,,,,,
Médiathèque municipale,,,31120,Roquettes,31120 Roquettes France,https://media31.mediatheques.fr/,05 61 28 77 00,,,-,"43.496127, 1.372255",Haute-Garonne,Bibliothèque,Occitanie,,,,,,,,,,,
Bibliothèque municipale,place de la Mairie,,31130,Pin-Balma,place de la Mairie 31130 Pin-Balma France,https://media31.mediatheques.fr/,05 61 28 77 00,,,-,"43.628324, 1.533025",Haute-Garonne,Bibliothèque,Occitanie,,,,,,,,,,,
Bibliothèque municipale,8 allée de L'appel Du 18 Juin,,31130,Balma,8 allée de L'appel Du 18 Juin 31130 Balma France,https://media31.mediatheques.fr/,05 61 28 77 00,,,-,"43.605925, 1.500125",Haute-Garonne,Bibliothèque,Occitanie,,,,,,,,,,,
Bibliothèque municipale,,,31130,Flourens,31130 Flourens France,https://media31.mediatheques.fr/,05 61 28 77 00,,,-,"43.595564, 1.55735",Haute-Garonne,Bibliothèque,Occitanie,,,,,,,,,,,
Médiathèque municipale,rue Des Coteaux,,31130,Quint-Fonsegrives,rue Des Coteaux 31130 Quint-Fonsegrives France,https://media31.mediatheques.fr/,05 61 28 77 00,,,-,"43.585969, 1.53458",Haute-Garonne,Bibliothèque,Occitanie,,,,,,,,,,,
Bibliothèque municipale,2 rue Salgar,,31140,Saint-Alban,2 rue Salgar 31140 Saint-Alban France,https://media31.mediatheques.fr/,05 61 28 77 00,,,-,"43.681543, 1.418177",Haute-Garonne,Bibliothèque,Occitanie,,,,,,,,,,,
l'Atelier de Pechbonnieu,11 rue Des Coteaux Bellevue,,31140,Pechbonnieu,11 rue Des Coteaux Bellevue 31140 Pechbonnieu France,https://media31.mediatheques.fr/,05 61 28 77 00,,,-,"43.705495, 1.463273",Haute-Garonne,Bibliothèque,Occitanie,,,,,,,,,,,
Médiathèque municipale Luciano Sandron,8,,31140,Aucamville,8 31140 Aucamville France,https://media31.mediatheques.fr/,05 61 28 77 00,,,-,"43.672533, 1.413858",Haute-Garonne,Bibliothèque,Occitanie,,,,,,,,,,,
Bibliothèque municipale,7 Route de Bessières,,31140,Montberon,7 Route de Bessières 31140 Montberon France,https://media31.mediatheques.fr/,05 61 28 77 00,,,-,"43.726674, 1.481595",Haute-Garonne,Bibliothèque,Occitanie,,,,,,,,,,,
Médiathèque municipale,Square Alain Savary,,31150,Lespinasse,Square Alain Savary 31150 Lespinasse France,https://media31.mediatheques.fr/,05 61 28 77 00,,,-,"43.710735, 1.391683",Haute-Garonne,Bibliothèque,Occitanie,,,,,,,,,,,
Médiathèque de Gratentour,17 place de la Mairie,,31150,Gratentour,17 place de la Mairie 31150 Gratentour France,https://media31.mediatheques.fr/,05 61 28 77 00,,,-,"43.722266, 1.430916",Haute-Garonne,Bibliothèque,Occitanie,,,,,,,,,,,
Médiathèque Georges Wolinski,place Flandres Dunkerque,,31150,Fenouillet,place Flandres Dunkerque 31150 Fenouillet France,https://media31.mediatheques.fr/,05 61 28 77 00,,,-,"43.679292, 1.390579",Haute-Garonne,Bibliothèque,Occitanie,,,,,,,,,,,
Médiathèque de Bruguières,45 Avenue De,,31150,Bruguières,45 Avenue de 31150 Bruguières France,https://media31.mediatheques.fr/,05 61 28 77 00,,,-,"43.724228, 1.410312",Haute-Garonne,Bibliothèque,Occitanie,,,,,,,,,,,
Bibliothèque municipale,place de la Republique,,31150,Gagnac-sur-Garonne,place de la Republique 31150 Gagnac-sur-Garonne France,https://media31.mediatheques.fr/,05 61 28 77 00,,,-,"43.697566, 1.375578",Haute-Garonne,Bibliothèque,Occitanie,,,,,,,,,,,
Bibliothèque de Soueich,64 rue Des Gîtes,,31160,Soueich,64 rue Des Gîtes 31160 Soueich France,https://media31.mediatheques.fr/,05 61 28 77 00,,,-,"43.045988, 0.780328",Haute-Garonne,Bibliothèque,Occitanie,,,,,,,,,,,
Bibliothèque municipale,rue de Pelach,,31160,Arbas,rue de Pelach 31160 Arbas France,https://media31.mediatheques.fr/,05 61 28 77 00,,,-,"42.996507, 0.905098",Haute-Garonne,Bibliothèque,Occitanie,,,,,,,,,,,
Bibliothèque municipale Augustus Saint Gaudens,rue Armand Latour,,31160,Aspet,rue Armand Latour 31160 Aspet France,https://media31.mediatheques.fr/,05 61 28 77 00,,,-,"43.014077, 0.801424",Haute-Garonne,Bibliothèque,Occitanie,,,,,,,,,,,
Médiathèque La Cedraie,12 place des Ormeaux,,31180,Rouffiac-Tolosan,12 place des Ormeaux  31180 Rouffiac-Tolosan France,https://media31.mediatheques.fr/,05 61 28 77 00,,,,"43.664152, 1.524991",Haute-Garonne,Bibliothèque,Occitanie,,,,,,,,,,,
l'Alphab,1a Route de Lapeyrouse,,31180,Castelmaurou,1a Route de Lapeyrouse 31180 Castelmaurou France,https://media31.mediatheques.fr/,05 61 28 77 00,,,-,"43.678154, 1.531734",Haute-Garonne,Bibliothèque,Occitanie,,,,,,,,,,,
Médiathèque  municipale,,,31190,Miremont,31190 Miremont France,https://media31.mediatheques.fr/,05 61 28 77 00,,,-,"43.383003, 1.41933",Haute-Garonne,Bibliothèque,Occitanie,,,,,,,,,,,
Bibliothèque municipale,,,31190,Caujac,31190 Caujac France,https://media31.mediatheques.fr/,05 61 28 77 00,,,-,"43.299255, 1.466532",Haute-Garonne,Bibliothèque,Occitanie,,,,,,,,,,,
Bibliothèque municipale,,,31190,Lagrâce-Dieu,31190 Lagrâce-Dieu France,https://media31.mediatheques.fr/,05 61 28 77 00,,,-,"43.343615, 1.422861",Haute-Garonne,Bibliothèque,Occitanie,,,,,,,,,,,
Bibliothèque municipale,rue Malbec,,31190,Auragne,rue Malbec 31190 Auragne France,https://media31.mediatheques.fr/,05 61 28 77 00,,,-,"43.389918, 1.507945",Haute-Garonne,Bibliothèque,Occitanie,,,,,,,,,,,
